name,industry,funding_total_usd,status,country,funding_rounds,founded_year
Actimo,Unknown,855000,operating,Denmark,1,2010
Actinium Pharmaceuticals,Biotechnology,7000720,operating,United States,2,2000
Actinobac Biomed,Biotechnology,600000,operating,United States,2,2009
Action Auto Sales,Finance,0,operating,United States,1,2012
Action Engine,Mobile,58200000,acquired,United States,5,2000
Action Online Publishing,Collectibles,100000,operating,United States,2,2010
Actionality,Advertising,1000000,operating,Germany,1,2005
ActionBase,Advertising,400000,operating,Israel,1,2007
ActionFlow,Task Management,250000,operating,Portugal,1,2009
ActionIQ,Business Intelligence,0,operating,United States,1,2014
ActionPlanner,Business Services,500000,operating,Denmark,1,2013
ActionRun,Software,1510005,operating,United States,1,2008
ActionTax.ca,Finance,250000,operating,Canada,1,2010
ActionX,Mobile,6000000,operating,United States,2,2012
Actito,Email,900000,operating,Belgium,1,2000
ACTIV Financial Systems,Software,25000000,operating,United States,1,2002
Activ Technologies,Software,40000,operating,United States,1,2006
activ8 Intelligence,Software,2310008,operating,United Kingdom,2,2005
Activaero,Biotechnology,22585000,acquired,Germany,2,2004
Activaided Orthotics,Unknown,0,operating,United States,4,2011
Activate Healthcare,Health Care,950000,operating,United States,2,2009
Activate Networks,Health Care,16000000,operating,United States,3,2010
Activation Life,Biotechnology,40000,operating,United States,1,2009
Activation Media,Games,705000,operating,United States,2,2010
Activation Solutions,Consulting,0,operating,United States,1,2014
Active DSP,Software,1120000,operating,Norway,1,2006
Active Endpoints,Enterprise Software,22500000,operating,United States,5,2003
Active Implants,Biotechnology,99717506,operating,United States,11,2004
Active Junky,E-Commerce,1300000,operating,United States,1,2010
Active Life Scientific,Biotechnology,925000,operating,United States,3,2007
Active Media,Advertising,11500000,operating,China,2,2005
Active Storage,Enterprise Software,16400000,closed,United States,4,2008
Active Tax & Accounting,Consulting,5000,operating,United States,1,2013
Active-Semi,Semiconductors,6000000,operating,United States,1,2004
ActiveEon,Cloud Computing,1054991,operating,France,1,2007
ActiveGift,Social Network Media,20000,operating,Ukraine,1,2011
Activehours,Financial Services,4099999,operating,United States,1,2012
Actively Learn,Education,899955,operating,United States,1,2012
ActivePath,Finance,13250001,operating,United States,2,2007
ActiveRain,Real Estate,2750000,operating,United States,1,2006
ActiveSec,Mobile,490000,operating,Lithuania,3,2006
ActiveTrak,Mobile Security,680000,operating,United States,2,2007
ActiViews,Health Care,10000000,operating,Israel,2,2006
ActivityHero,Education,2200000,operating,United States,2,2011
Actiwave,Mobile,4275852,operating,Sweden,2,2007
ACTON,Transportation,2500000,operating,United States,2,2011
ActSocial,Social Media,3000000,operating,Singapore,2,2009
Actual Experience,Software,6061005,operating,United Kingdom,1,2009
ActualMeds,Health Care,550000,operating,United States,2,2009
ActualSun,Unknown,0,operating,United States,1,2012
ActuatedMedical,Hardware + Software,150000,operating,United States,1,2006
Acturis,Software,0,operating,United Kingdom,1,2000
Actus Digital,News,2000000,operating,Israel,1,2005
Actus Interactive Software,Software,242500,operating,United States,1,2011
ACTV8me,Telecommunications,11879704,operating,United States,4,2011
ActX,Biotechnology,2670394,operating,United States,2,2012
Acucela,Biotechnology,439603,operating,United States,1,2002
AcuFocus,Health Care,86000000,operating,United States,2,2001
AcuityAds,Ad Targeting,3000000,operating,United States,1,2009
Acumatica,Development Platforms,23300000,operating,United States,4,2008
Acunote,Public Relations,0,operating,United States,1,2012
Acunu,Software,10563501,operating,United Kingdom,3,2009
Acupera,Health Care,10000000,operating,United States,3,2011
Acustom Apparel,Mass Customization,0,operating,United States,1,2011
Acustream,Health Care,2000000,operating,United States,1,2007
Acutus Medical,Biotechnology,63176464,operating,United States,5,2011
Acylin Therapeutics,Biotechnology,6400000,operating,United States,2,2009
Ad Dynamo,Advertising,0,operating,South Africa,1,2009
Ad Hoc Labs,Mobile,2000000,operating,United States,2,2012
Ad Infuse,Mobile,17600000,acquired,United States,3,2005
Ad Knights,Social Media Advertising,50000,closed,United States,1,2010
Ad Summos,Advertising,4549999,operating,United States,2,2010
Ad Tech Media Sales,Software,175000,operating,United States,2,2013
Ad Venture,Advertising,99234,operating,United Kingdom,1,2013
AdAdapted,News,1075000,operating,United States,2,2012
adaffix,Mobile,0,closed,Austria,1,2009
Adagio Medical,Health Care,6637111,operating,United States,2,2011
Adallom,Security,19500000,operating,United States,2,2012
AdAlta,Biotechnology,3010802,operating,Australia,1,2010
Adama Materials,Nanotechnology,7131660,operating,United States,4,2008
Adamas Pharmaceuticals,Health Care,82000000,operating,United States,4,2000
Adamis Pharmaceuticals,Biotechnology,16377078,operating,United States,5,2006
Adams Arms,Manufacturing,2700000,operating,United States,1,2007
Adams Floor Decor,Unknown,0,operating,United States,1,2010
Adap.tv,Television,48500000,acquired,United States,5,2006
Adapt Technologies,Advertising,10000000,acquired,United States,1,2001
Adapteva,Mobile,5954000,operating,United States,3,2008
Adaptimmune,Biotechnology,107500000,operating,United Kingdom,2,2008
"Adaptive Advertising, Inc.",Internet Marketing,0,operating,United States,1,2010
Adaptive Biotechnologies,Bio-Pharm,112499480,operating,United States,3,2009
Adaptive Computing,Cloud Management,22999999,operating,United States,3,2001
Adaptive Digital Power,Semiconductors,4000000,operating,United States,1,2007
"Adaptive Medias, Inc.",Advertising,10400000,operating,United States,2,2012
Adaptive Payments,E-Commerce,7875598,operating,United States,2,2009
Adaptive Planning,Software,84500000,operating,United States,4,2003
Adaptive TCR,Biotechnology,10350000,closed,United States,2,2009
Adaptive Technologies,Software,550000,operating,United States,1,2002
AdaptiveBlue,Semantic Web,24020000,operating,United States,4,2007
AdaptiveMobile,Mobile,19670000,operating,Ireland,2,2003
Adaptivity,Enterprise Software,24845955,acquired,United States,6,2007
Adaptly,Advertising,13200000,operating,United States,4,2010
ADARA,Advertising,44115160,operating,United States,4,2009
ADARTIS,Biotechnology,0,operating,United States,1,2011
Adarza BioSystems,Biotechnology,7250000,operating,United States,4,2008
Adatao,Big Data,13000000,operating,United States,1,2012
Adayana,Finance,20000000,operating,United States,1,2001
AdBm Technologies,Assisitive Technology,1300000,operating,United States,1,2012
Adbongo,Advertising,0,operating,United States,1,2006
Adbrain,Mobile,9000000,operating,United Kingdom,2,2012
adBrite,Publishing,40400000,acquired,United States,4,2003
ADC Therapeutics,Biotechnology,40000000,operating,Switzerland,1,2011
Adcade,Advertising,6500000,operating,United States,2,2011
ADCentricity,Location Based Services,2940000,acquired,Canada,1,2007
Adchemy,Advertising,119191000,acquired,United States,7,2004
AdChina,Advertising,10000000,operating,China,3,2007
AdChoice,Networking,0,operating,United States,1,2010
Adconion Media Group,Entertainment,114000000,acquired,United States,3,2005
AdCrimson,Email,0,operating,Philippines,1,2011
Adcrowd retargeting,Ad Targeting,733372,operating,Netherlands,1,2012
Add2paper,Software,1050284,operating,"Korea, Republic of",2,2010
Addapp,Software,1800000,operating,United States,1,2014
Addepar,SaaS,65839694,operating,United States,2,2009
AddFleet,Mobile,4160600,closed,Spain,2,2012
AddIn Social,Social Media,54493,closed,Canada,2,2010
AddMyBest,E-Commerce,1170000,operating,United States,1,2009
AddonTV,Advertising,1000000,operating,United States,1,2009
Addoway,Trusted Networks,110000,operating,United States,1,2010
AddressHealth,Health Care,0,operating,India,1,2010
AddressReport,Data Visualization,200000,operating,United States,1,2014
AddSearch,Enterprise Search,650000,operating,Finland,1,2013
AddShoppers,Social Buying,725000,operating,United States,1,2011
AddThis,Advertising,73000000,operating,United States,7,2004
Adduplex,Advertising,500000,operating,Lithuania,1,2011
Addvocate,Enterprise Software,2729000,operating,United States,2,2012
addwish,Online Shopping,1800000,operating,Denmark,1,2013
Addy,Mobile,300000,operating,United States,2,2012
ADEA Cutters,Unknown,0,operating,United States,1,2009
aDealio,E-Commerce,1500000,operating,United States,2,2010
AdECN,Sales and Marketing,3100000,acquired,United States,1,2003
AdelaVoice,Software,250000,operating,United States,1,2010
Adelja Learning,Education,505000,operating,United States,2,2010
Adelphic Mobile,Mobile,12000000,operating,United States,2,2010
Aden & Anais,Unknown,0,operating,United States,1,2006
Adenios,Biotechnology,810000,operating,United States,1,2009
ADENTS HTI,Software,3970800,operating,France,2,2007
Adept Cloud,Enterprise Software,1015000,acquired,United States,2,2011
AdEspresso,Optimization,1800000,operating,United States,2,2011
Adesso Solutions,Software,6000000,operating,United States,1,2002
Adesto Technologies,Semiconductors,43981909,operating,United States,6,2006
AdexLink,Advertising,2000000,closed,United States,1,2010
Adeze,Advertising,5500000,operating,United States,2,2005
Adfaces,Outdoors,20118,operating,United Kingdom,1,2010
AdFinance,Lead Generation,0,operating,Czechia,1,2010
adflyer,Computers,0,operating,United Kingdom,1,2007
"Adfora, Inc.",E-Commerce,720000,operating,United States,1,2010
Adform,Media,5500000,operating,Denmark,2,2002
adFreeq,Real Time,328000,operating,United States,3,2011
AdGrok,Advertising,470000,acquired,United States,2,2010
AdHack,Advertising,81874,operating,Canada,1,2008
Adhere2Care,Health and Wellness,300000,closed,United States,1,2011
AdhereTech,Medical Devices,2350000,operating,United States,2,2011
Adhesive.co,Advertising,1500000,operating,United States,1,2012
Adhezion Biomedical,Biotechnology,4035000,operating,United States,3,2001
adhoclabs,Mobile,2000000,operating,United States,1,2012
Adhysteria,Classifieds,10000,closed,India,1,2007
Adial Pharmaceuticals,Biotechnology,6731042,operating,United States,2,2007
adicate timeads,Advertising,2900000,closed,Norway,3,2005
Adictiz,Games,2539200,operating,France,1,2009
AdiCyte,Biotechnology,2649402,operating,United States,2,2011
Adify,Advertising,27000000,acquired,United States,2,2006
Adikteev,Advertising Platforms,2200000,operating,France,2,2012
ADIKTIVO,Fashion,40000,operating,Chile,1,2014
Adility,Local Based Services,100000,acquired,United States,2,2009
Adim8,Advertising,0,operating,United States,1,2011
Adimab,Biotechnology,39682384,operating,United States,9,2007
Adinch Inc,Mobile,4000000,operating,United States,2,2012
AdInnovation,Mobile,1600000,operating,Japan,1,2010
Adioso,Travel,355000,operating,United States,3,2008
Adirondack East,Real Estate,25000,operating,United States,1,2014
Aditive,Advertising,3301958,operating,United States,1,2010
ADITU SAS,Analytics,253000,operating,France,1,2005
Adjacent Applications,Marketplaces,256000,operating,United States,2,2011
Adjudica,Medical,550000,operating,United States,2,2008
Adjug,Internet,6500000,acquired,United Kingdom,1,2007
adjust,Mobile,11900000,operating,United States,3,2012
AdKeeper,Advertising,43000000,operating,United States,2,2010
Adknowledge,Mobile Games,248000000,operating,United States,2,2004
Adku,Software,1540000,acquired,United States,3,2010
AdLemons,Advertising,307954,operating,Spain,2,2009
Adlibrium Inc,Social Media,1500000,operating,United Kingdom,1,2011
Adlogix,Enterprise Software,0,operating,Belgium,1,2007
Adly,Social Media,7500000,operating,United States,3,2009
Adlyfe,Biotechnology,8300000,operating,United States,2,2003
ADman Media,Video,1368157,operating,Spain,1,2010
ADmantX,Creative,6544400,operating,United States,3,2010
Admatic,Search Marketing,0,operating,Brazil,1,2013
Admaxim,Advertising,474063,operating,United States,1,2007
Admazely,E-Commerce,600000,closed,Denmark,1,2011
Admedo Ltd,Sales and Marketing,2540206,operating,United Kingdom,3,2012
Admeld,Auctions,30000000,acquired,United States,3,2007
ADMETA,Internet,5000000,acquired,Sweden,1,2002
Admetric,Digital Signage,0,operating,Canada,2,2009
admetricks,Advertising,465000,operating,Chile,2,2012
ADMI Holdings,Unknown,367645000,operating,United States,1,2010
adMingle - Share Your Passion!,Publishing,600000,operating,Türkiye,1,2012
Admira Cosmetics,E-Commerce,469008,operating,Spain,1,2010
Admiral Records Management,RIM,2300000,operating,United States,1,2006
AdmitOne Security,Security,19000000,operating,United States,2,2002
Admittance Technologies,Health Care,1990000,operating,United States,1,2010
Admittedly,Education,1240000,operating,United States,2,2013
Admittor,Databases,19311,operating,Iceland,1,2011
AdMob,Advertising,46800000,acquired,United States,4,2006
AdMobilize,Advertising,2200000,operating,United States,1,2012
AdMobius,Advertising,5000000,acquired,United States,1,2011
AdMoment,Real Time,3850000,operating,Russian Federation,3,2012
AdNear,Mobile Advertising,25500000,operating,Singapore,3,2012
Adnexus,Biotechnology,42500000,acquired,United States,2,2002
Adocia,Biotechnology,37079200,operating,France,2,2005
Adocu.com,Social Media,500000,operating,United States,1,2008
Adometry By Google,Displays,29125000,acquired,United States,4,2005
ADOMIC (formerly YieldMetrics),Advertising,1700000,operating,United States,1,2010
Adomik,Advertising,1300000,operating,France,1,2012
Adonit,Hardware + Software,2195355,operating,"Taiwan, Province of China",3,2011
ADOR,Social Commerce,56464869,acquired,United States,5,2009
Adore Me,Fashion,11500000,operating,United States,6,2011
AdoTube,Video,1230000,acquired,United States,2,2007
Adpoints,Video,3274546,operating,United Kingdom,2,2010
AdPushup,Apps,632000,operating,India,1,2013
AdQuantic,Advertising,0,acquired,France,1,2010
ADR Sales & Concepts,Search,100000,operating,United States,2,2008
ADR Software,Software,0,operating,United States,1,2009
AdReady,Advertising,17807000,acquired,United States,4,2006
Adrenaline Mobility,Security,340000,operating,United States,4,2012
adRise,Television,2000000,operating,United States,1,2010
AdRocket,Advertising,1000000,operating,United States,1,2008
AdRoll,Advertising,89000000,operating,United States,4,2007
Ads Click,Advertising,6950000,operating,Switzerland,2,2004
